,timestamp,visitorid,event,itemid,transactionid
1324885,1441829698640,611386,view,278429,
404100,1434780730857,1185936,view,402220,
2233332,1436445727893,97205,view,79800,
2518466,1437599104546,765909,view,309322,
2667375,1438028213934,99501,view,303030,
1981452,1432776101345,57905,view,116022,
21654,1433177806562,1254373,addtocart,38965,
1047464,1440540547264,221702,view,175885,
1663062,1431577850734,53371,view,130853,
2336473,1436846576756,1203991,view,75920,
840969,1439531458138,709673,view,338303,
1937700,1432452744292,321381,view,25290,
1038535,1440562706478,900377,view,297852,
1546760,1430956186297,352765,view,441668,
1797489,1432091227494,735750,view,182311,
330206,1434592410856,522515,view,417992,
652384,1438653161102,666394,view,140361,
2531030,1437625058870,316508,view,119559,
2608839,1437834386213,1177794,view,313254,
838726,1439501465100,341257,view,215715,
1978962,1432743521936,371519,view,355835,
1461927,1442527583100,1152188,view,305276,
1802418,1432091290609,404514,view,310306,
2608194,1437808662106,201476,view,253325,
699604,1438757233887,1005001,view,21674,
1902377,1432579178521,872210,view,86342,
2616730,1437950971587,305800,view,298009,
1318740,1441819916872,415378,view,180393,
797872,1439336125975,559561,view,287356,
1448489,1442457193325,1271408,view,402455,
2240160,1436467956055,903390,view,403561,
172164,1433875938831,317171,view,110164,
1807228,1432050537146,551540,view,241060,
153201,1433792162823,387758,view,27994,
1701373,1431622451842,43722,view,234255,
590964,1435686974153,53881,view,362163,
77862,1433465446603,501896,view,353032,
1993791,1432838075752,147637,view,218770,
2697338,1438206594784,252607,view,441668,
2204250,1436409425273,935642,view,37063,
1710843,1431732172419,489858,view,305819,
2690364,1438134194662,63332,view,156522,
2219013,1436418184222,309763,view,244944,
1577802,1431142731676,434527,view,46571,
2741585,1438386993056,1049756,view,116875,
173535,1433908429093,719261,view,27302,
2644933,1437935526392,753719,view,275228,
2470767,1437456498193,789488,view,329202,
357231,1434642408605,72474,view,314728,
2209269,1436336569160,703913,view,397953,
1064149,1440568961087,723618,view,147879,
926559,1439949593040,581016,view,94062,
1061711,1440605104578,538727,view,22240,
2333961,1436831298858,185158,view,88037,
2601206,1437805138809,616029,view,358737,
1479540,1430716612974,222107,addtocart,116394,
1332751,1441918480636,769112,view,136696,
746203,1439063518493,1184361,view,53715,
1875397,1432348563442,1316368,view,93556,
1445503,1442434081336,68101,view,325310,
2079541,1435812362750,344736,view,162385,
754968,1439066935252,1002219,view,128918,
959020,1440115674212,566289,view,313208,
2713895,1438185293082,297861,view,73157,
1691081,1431665315376,238211,view,390588,
179074,1433887950038,1289478,view,233099,
894188,1439865065293,1158749,view,400378,
189624,1433911949563,1134500,view,248065,
2634739,1437972149556,1186476,view,295525,
2663054,1438008647007,1080211,view,296649,
862770,1439681210825,939542,view,323992,
2338177,1436817687622,335446,view,82841,
341216,1434580405979,120696,view,216622,
670514,1438735090114,124842,view,1234,
1610203,1431313144839,1375329,view,347268,
2215426,1436418055285,1293393,view,42357,
1465462,1430672948046,826932,view,193715,
1354957,1442003078001,654782,view,121295,
1509408,1430839787791,430247,view,322915,
2573275,1437782725755,1321897,view,163176,
593333,1435684910880,254422,view,457067,
2551067,1437672500876,1201444,addtocart,2455,
1807018,1432077245270,923267,view,399531,
1623993,1431360090213,1216403,view,96799,
2728787,1438289534576,1280669,view,70040,
2084099,1435859964232,1093592,view,330370,
2022818,1432956960612,1103775,view,143185,
173951,1433870821721,483727,view,225161,
1029107,1440405028622,1091523,view,76042,
1232703,1441348401893,921957,view,246620,
1868165,1432290189536,700680,view,133224,
380389,1434694623052,106489,view,40085,
1029390,1440466187902,1315890,view,266343,
1302160,1441737344814,362223,view,213276,
1610476,1431300663085,1247507,view,441124,
2692865,1438093759186,118277,view,420648,
1756628,1431905452250,1257260,view,339768,
69797,1433361515660,741041,view,80111,
2676302,1438112396645,930789,view,275937,
2481754,1437428174033,1110394,view,227313,
1855704,1432266312961,1348479,view,213310,
2713216,1438224049450,363903,view,328531,
82526,1433483751172,1167930,view,193623,
2699250,1438184578169,424267,view,54558,
902451,1439843676888,1056211,view,433821,
2255881,1436655290304,500158,view,305947,
2728859,1438288518206,1015139,view,332724,
957247,1440112049522,287184,view,394557,
1540736,1430954818927,466624,view,274206,
1852870,1432238033978,1401906,view,193828,
2116603,1435904810909,565137,view,155472,
568405,1435584992958,55806,view,165783,
2420232,1437148581448,761920,view,191796,
862314,1439656955689,1096365,view,368403,
766186,1439150888603,1080564,view,204070,
1891746,1432425720847,1379848,view,341525,
1528220,1430924590165,480559,view,304200,
2609809,1437862355255,921817,view,78785,
21685,1433176900934,485547,view,205347,
1091429,1440720277269,1236806,view,336027,
1708977,1431720433044,1282648,view,346673,
559815,1435549806706,524146,view,197404,
1598075,1431233171027,932721,view,414596,
875597,1439767338108,927653,view,120785,
605549,1435677193159,1302966,view,5852,
1026825,1440431470524,825321,view,316031,
614251,1438457176315,396297,view,386608,
1584472,1431113272714,303059,view,111753,
2531340,1437587252302,1109419,view,224899,
1739953,1431785063259,1329941,view,373648,
1028611,1440423896929,9618,view,334007,
751471,1439099968193,464975,view,52837,
797005,1439342744333,826269,view,200566,
124338,1433638365304,47294,view,29141,
2709380,1438199394105,1377392,view,358211,
2585258,1437856048834,1150734,view,29242,
1976681,1432761440749,478054,addtocart,141328,
1448977,1442386341750,384277,view,151925,
694828,1438798685192,516356,view,219205,
687983,1438839543380,54899,view,80726,
692188,1438795552840,754365,view,392074,
325530,1434491017260,1145691,view,8140,
2740435,1438378004843,643920,view,293943,
1574733,1431134920455,735088,view,43831,
900986,1439847029823,263035,view,399476,
103914,1433547625300,672587,view,247483,
596186,1435680202402,172401,view,30626,
466755,1435101867949,809109,view,70314,
9140,1433180451716,1391145,view,284824,
2736951,1438269459687,1312106,view,175577,
337094,1434570037809,303480,view,443391,
2401213,1436988299917,833187,view,105582,
1066577,1440635299357,235577,view,287496,
637438,1438581261640,1058501,view,323330,
46566,1433261207037,213145,view,382499,
110266,1433526677652,402802,view,147406,
1695632,1431627639588,17835,view,415105,
941319,1439988150135,655795,view,72126,
22904,1433195320796,393863,view,236560,
2138337,1436106422361,897567,view,462041,
963382,1440081681983,9396,view,402380,
641024,1438526769931,1200425,view,209994,
2473120,1437404129723,769443,view,101718,
2689564,1438131392670,93145,view,214285,
734138,1439010457244,205883,view,263280,
2693681,1438119513432,266853,view,461686,
2474485,1437454665797,1219821,view,5411,
1224725,1441373319873,440637,view,77514,
1862335,1432223972137,1254524,view,296795,
2680355,1438115745113,892013,view,13094,
1842113,1432135734479,1336520,view,288046,
776789,1439225713841,1401891,view,341132,
2418103,1437194801655,486727,view,385138,
2670790,1438005707779,1372842,view,95261,
1218103,1441325868993,161550,view,130356,
1359977,1441996339492,152963,addtocart,375444,
1747863,1431898465528,1406701,view,90505,
2314790,1436743007458,193754,view,76727,
2238262,1436492603694,1008827,view,217993,
16820,1433218356517,1218306,addtocart,226598,
858642,1439608430698,108948,view,461650,
2200256,1436297468946,991214,view,227774,
2329898,1436804586206,1401465,view,265328,
2086037,1435818691603,670015,view,74661,
302443,1434512895105,1126769,view,259357,
1414663,1442260683505,1156113,view,240027,
1706743,1431724238563,404153,view,192792,
1434637,1442355927124,865376,addtocart,317816,
300209,1434312254654,624871,view,303245,
183632,1433895984236,196554,view,228392,
486342,1435166905037,1312707,view,285055,
1823907,1432135936487,753210,view,353417,
2235394,1436505286944,702186,view,315017,
131988,1433724817832,222170,view,163173,
2030251,1433027550105,286979,view,98251,
1048918,1440528368499,137727,view,190202,
1919331,1432601183103,1024290,view,388356,
844267,1439518131649,17230,view,57593,
2257347,1436673843958,339842,view,66083,
2394192,1437018658878,609080,view,226915,
1521161,1430855217792,77390,view,371795,
2022969,1432958162686,377478,view,74789,
1496838,1430785340838,521768,view,132347,
28877,1433287873036,216702,view,83493,
2706529,1438205287471,1141272,view,80921,
484554,1435173995150,1244926,view,55803,
2333445,1436826718286,942216,view,406731,
2346740,1436905711716,1334956,view,342739,
555484,1435533059815,627966,view,191989,
2717834,1438320378998,651930,view,404213,
845342,1439478204921,1386895,view,121417,
724875,1438875217684,1266611,view,60127,
271947,1434405296707,1344877,view,277550,
651116,1438661851202,94145,view,209184,
182293,1433891024252,1313529,view,196969,
2477810,1437403417815,1325654,view,209048,
1122768,1440895677293,1052265,view,41069,
22573,1433173708625,627511,view,80707,
685525,1438812351643,455280,view,357891,
547793,1435333184569,167862,view,314201,
2191570,1436255944863,1130475,view,254224,
2351251,1436901416580,37416,view,179578,
1891050,1432409261998,167835,view,340375,
2520957,1437596058909,1156476,view,222957,
821425,1439414099206,100066,view,411934,
470824,1435097875383,528017,view,422425,
933197,1439938500713,927053,view,91152,
1431630,1442375641116,1044809,view,4001,
1931736,1432456799173,22615,view,421192,
2534180,1437570396624,1188914,view,332404,
165702,1433800841752,819141,view,413462,
1153676,1441006487679,8946,view,28384,
2683476,1438126857227,391846,view,439876,
1984413,1432763654136,559505,view,188828,
2710159,1438235550975,1134351,view,83837,
1602584,1431268274778,135780,view,206971,
2677246,1438144473559,1143852,view,185574,
1487154,1430776949467,999553,view,262826,
278781,1434379194989,1001570,view,298401,
666130,1438713337045,152963,view,7943,
2053283,1433124082757,1402114,view,138434,
163694,1433787481143,1148753,view,382291,
719510,1438882713450,509017,view,414432,
2057395,1433117619463,46692,view,62317,
1987598,1432838870931,832048,view,170255,
1498386,1430763913959,596157,view,421739,
2640301,1437961240114,1208115,view,165635,
794711,1439332450279,263328,view,387641,
759713,1439106069983,596316,view,126332,
2623635,1437973572983,706410,view,289787,
1664060,1431553652599,247093,view,202995,
157734,1433798976493,1004137,view,308510,
2116061,1435976321197,1301141,view,384302,
634559,1438539628744,1123423,view,261450,
41515,1433298909287,773036,view,172103,
2430964,1437169991309,861100,view,264384,
792120,1439313547126,88140,view,13176,
1144011,1440960153107,788548,view,341613,
1681292,1431626252336,672723,view,336756,
1389802,1442181971740,124695,view,284839,
1760175,1431919276091,1043130,view,72022,
2006682,1432840143428,52519,view,454972,
1420036,1442269829618,198270,view,102938,
162019,1433757401601,658490,view,129492,
2353248,1436908653198,310759,view,75559,
2301592,1436764905441,18605,view,326771,
902866,1439841060723,294808,view,441270,
2393259,1436996778231,342626,view,187093,
275038,1434407063498,606960,view,372941,
720566,1438886772750,41064,view,202700,
1299181,1441765759477,175888,addtocart,219512,
637224,1438543295686,467829,view,259904,
2224555,1436381040205,1375631,view,115437,
774740,1439240404551,1201678,view,84475,
1423976,1442264203288,874896,view,319602,
113047,1433520603671,874799,view,140848,
1161213,1441037486775,1167022,view,365799,
246873,1434134608371,619334,addtocart,333259,
1871036,1432280274003,1086039,view,389926,
1298527,1441755550517,608373,view,284753,
2304105,1436714836020,230251,view,399023,
470768,1435099546827,1042707,view,202015,
1701500,1431635171783,586932,view,291774,
1132594,1440986491985,1057838,view,71756,
2566108,1437764695902,1179662,view,37029,
1255983,1441579436485,52565,view,48892,
651327,1438663564288,1056019,view,399532,
537417,1435340601082,329682,view,237774,
2206224,1436392448118,1116614,view,181202,
1558699,1431022986343,1154467,view,54656,
290730,1434302397397,1334353,view,80922,
1905722,1432592405972,829289,view,162375,
80303,1433449641104,190973,view,141405,
1277317,1441606413875,739921,view,431935,
1673831,1431528068805,664187,view,101810,
2721401,1438278998806,999475,view,190070,
646929,1438638335644,722464,view,251951,
2367316,1436895672704,317329,view,295974,
1765284,1431890946316,1143383,addtocart,357541,
1748600,1431915690591,890706,view,134947,
2600232,1437871512738,730307,view,278486,
857010,1439587352105,892013,view,371713,
633065,1438538314384,107785,view,350960,
1950022,1432660978595,257587,view,253260,
1747715,1431909476220,295205,view,323065,
306531,1434485272295,599388,view,463856,
1860853,1432252121781,527307,view,374161,
2671230,1438021496424,309988,view,430026,
364416,1434671247042,257756,view,398575,
1679563,1431566653082,304309,view,118971,
1978442,1432749493082,961987,view,203440,
1903443,1432603601543,333046,view,443030,
2505601,1437523332233,471992,view,243250,
473734,1435173301319,146670,view,171661,
1356189,1441998132765,1357479,view,368060,
2712990,1438200951628,1387716,view,376005,
1349576,1441906138301,152963,view,315393,
1445829,1442389503000,883833,view,290999,
2436244,1437255169477,1403646,view,256513,
17455,1433139330713,1373843,view,267935,
2704605,1438219386206,919160,view,389572,
279105,1434400740544,484965,view,340808,
2041799,1433015720006,1194198,view,23386,
2355270,1436912256469,1150086,view,377567,
783927,1439193946617,171750,view,233111,
1596721,1431231177496,441290,view,104247,
1457827,1442533697045,656950,view,71153,
51058,1433352931134,590943,view,372005,
2530518,1437575295123,471002,view,244924,
1184858,1441221657554,729308,view,39108,
1473756,1430672650887,1144341,view,274021,
2728171,1438298679422,904392,view,409916,
1724347,1431677066339,111214,view,52621,
591757,1435693187171,230593,view,229808,
119929,1433630390848,404388,view,383029,
231046,1434046789363,202102,view,366525,
984066,1440204037091,1254101,view,437295,
665413,1438686502330,1395418,view,79228,
2240053,1436478267415,503660,addtocart,17137,
118337,1433654735558,138424,view,348093,
1519830,1430851491677,1316448,view,127567,
43964,1433306605063,7323,view,440152,
865279,1439670117819,70899,view,213075,
919805,1439930398907,320708,view,362932,
106806,1433569955686,657378,view,156466,
